Title,Description,Artist,Culture,Countries,Teaser Text,Url,Image,regulerImage,largeImage,date,Date - century,medium,medium,accessionNumber,galleryInformation
Case (Inrō) with Design of Dragon among Swirling Clouds,Hogen Eisen ,Hogen Eisen,Japan,Japan,Hogen Eisen Date: 18th–19th century Accession Number: 29.100.838 ,/art/collection/search/58765?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=239,https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_838_O3.JPG,as/web-additional/29_100_838_O3.JPG,as/web-large/29_100_838_O3.JPG,18th–19th century,18th century,"Lacquer, red ground, gold and black togidashi; Interior: nashiji and fundame",Lacquer,29.100.838,Not on view
Rank Badge with Dragon with Deer Hooves, ,,China,China,Date: 18th–19th century Accession Number: 30.75.991 ,/art/collection/search/68947?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=240,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14770-001.jpg,as/web-additional/DP-14770-001.jpg,as/web-large/DP-14770-001.jpg,18th–19th century,18th century,"Silk, metallic thread",Silk,30.75.991,Not on view
Rank Badge with Dragon with Deer Hooves, ,,China,China,Date: late 18th–early 19th century Accession Number: 30.75.1007 ,/art/collection/search/68960?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=241,https://images.metmuseum.org/CRDImages/as/mobile-large/79835.jpg,as/web-additional/79835.jpg,as/web-large/79835.jpg,late 18th–early 19th century,18th century,"Silk, metallic thread",Silk,30.75.1007,Not on view
Furniture Cover with Lotus and Dragon Scrolls, ,,China,China,Date: 18th–19th century Accession Number: 68.149.14 ,/art/collection/search/70489?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=242,https://images.metmuseum.org/CRDImages/as/mobile-large/190895.jpg,as/web-additional/190895.jpg,as/web-large/190895.jpg,18th–19th century,18th century,Silk velvet with cut and uncut pile,Silk velvet,68.149.14,Not on view
"Saint Clare, seated in the clouds among angels, a dragon below","Louis Desplaces (French, Paris 1682–1739 Paris)",Louis Desplaces,,,"Louis Desplaces (French, Paris 1682–1739 Paris)  Date: ca. 1729 Accession Number: 60.708(128) ",/art/collection/search/816105?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=243,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP885639.jpg,dp/web-additional/DP885639.jpg,dp/web-large/DP885639.jpg,ca. 1729,18th century,Etching and engraving,Etching and engraving,60.708(128),Not on view
Horizontal Panel Design with Five Male Figures Fighting a Dragon,"Anonymous, Italian, Venetian, 17th century ","Anonymous, Italian, Venetian, 17th century",,,"Anonymous, Italian, Venetian, 17th century Date: 17th century (first half) Accession Number: 66.602.11(7) ",/art/collection/search/410870?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=244,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP824437.jpg,dp/web-additional/DP824437.jpg,dp/web-large/DP824437.jpg,17th century (first half),17th century,Pen and brown ink over leadpoint,leadpoint,66.602.11(7),Not on view
Plaque in the shape of a dragon, ,,China,China,Date: 10th–11th century Accession Number: 2015.500.5.3 ,/art/collection/search/39830?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=245,https://images.metmuseum.org/CRDImages/as/mobile-large/DP356333.jpg,as/web-additional/DP356333.jpg,as/web-large/DP356333.jpg,10th–11th century,10th century,Jade (nephrite),Jade (nephrite),2015.500.5.3,Not on view
Brush Rest in the Form of a Dragon, ,,China,China,Date: 15th century Accession Number: 2017.131 ,/art/collection/search/738099?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=246,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14003-001.jpg,as/web-additional/DP-14003-001.jpg,as/web-large/DP-14003-001.jpg,15th century,15th century,Bronze,Bronze,2017.131,Not on view
Netsuke of Two Seated Figures and a Dragon, ,,Japan,Japan,Date: 18th–19th century Accession Number: 10.211.940 ,/art/collection/search/60209?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=247,https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_940_O1_sf.jpg,as/web-additional/10_211_940_O1_sf.jpg,as/web-large/10_211_940_O1_sf.jpg,18th–19th century,18th century,Ivory,Ivory,10.211.940,Not on view
Recovering the Stolen Jewel from the Palace of the Dragon King,"Utagawa Kuniyoshi (Japanese, 1797–1861)",Utagawa Kuniyoshi,Japan,Japan,"Utagawa Kuniyoshi (Japanese, 1797–1861)  Date: 1853 Accession Number: JP1564 ",/art/collection/search/45281?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=248,https://images.metmuseum.org/CRDImages/as/mobile-large/DP146820.jpg,as/web-additional/DP146820.jpg,as/web-large/DP146820.jpg,1853,19th century,Triptych of woodblock prints; ink and color on paper,Paper,JP1564,Not on view
"Hercules Killing the Dragon Ladon, from The Labors of Hercules","Heinrich Aldegrever (German, Paderborn ca. 1502–1555/1561 Soest)",Heinrich Aldegrever,,,"Heinrich Aldegrever (German, Paderborn ca. 1502–1555/1561 Soest)  Date: 1550 Accession Number: 41.1.118 ",/art/collection/search/428680?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=249,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP836682.jpg,dp/web-additional/DP836682.jpg,dp/web-large/DP836682.jpg,1550,16th century,Engraving,Engraving,41.1.118,Not on view
Covered cup with boys in dragon dancing, ,,China,China,"Date: mid-19th century Accession Number: 79.2.1334a, b ",/art/collection/search/46407?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=250,https://images.metmuseum.org/CRDImages/as/mobile-large/29778.jpg,as/web-additional/29778.jpg,as/web-large/29778.jpg,mid-19th century,19th century,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),Porcelain,"79.2.1334a, b",Not on view
Snuff Bottle with Dragon Chasing a Flaming Pearl, ,,China,China,"Date: late 18th–early 19th century Accession Number: 14.40.599a, b ",/art/collection/search/41357?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=251,https://images.metmuseum.org/CRDImages/as/mobile-large/DP293412.jpg,as/web-additional/DP293412.jpg,as/web-large/DP293412.jpg,late 18th–early 19th century,18th century,Porcelain in imitation of glass with coral stopper,Porcelain,"14.40.599a, b",Not on view
Panel with Saint George and the Dragon, ,,German,Germany,Date: late 15th century Accession Number: 25.120.421 ,/art/collection/search/470882?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=252,https://images.metmuseum.org/CRDImages/cl/mobile-large/sf253386.jpg,cl/web-additional/sf253386.jpg,cl/web-large/sf253386.jpg,late 15th century,15th century,Pot-metal glass and vitreous paint,Pot-metal glass,25.120.421,Not on view
Capital with Saint George and the Dragon, ,,French,France,Date: 12th–13th century Accession Number: 22.37.3 ,/art/collection/search/466380?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=253,https://images.metmuseum.org/CRDImages/md/mobile-large/sf22-37-3s1.jpg,md/web-additional/sf22-37-3s1.jpg,md/web-large/sf22-37-3s1.jpg,12th–13th century,12th century,Stone (Calcitic Dolomite),Stone (Calcitic Dolomite),22.37.3,Not on view
Ewer in the form of a dragon, ,,"Italian, probably Urbino",Italy,Date: ca. 1600 Accession Number: 04.9.16 ,/art/collection/search/188900?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=254,https://images.metmuseum.org/CRDImages/es/mobile-large/DP314796.jpg,es/web-additional/DP314796.jpg,es/web-large/DP314796.jpg,ca. 1600,17th century,Maiolica (tin-glazed earthenware),Maiolica (tin-glazed earthenware),04.9.16,Not on view
Triple gourd vase with dragon and flowers, ,,China,China,Date: late 17th–early 18th century Accession Number: 37.191.11 ,/art/collection/search/45888?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=255,https://images.metmuseum.org/CRDImages/as/mobile-large/37_191_11_O1_sf.jpg,as/web-additional/37_191_11_O1_sf.jpg,as/web-large/37_191_11_O1_sf.jpg,late 17th–early 18th century,17th century,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),Porcelain,37.191.11,Not on view
"Covered Box with Dragon Chasing Pearl

","Accession Number: 33.40.81a, b ",,China,China,"Accession Number: 33.40.81a, b ",/art/collection/search/60681?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=256,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-19304-001.jpg,as/web-additional/DP-19304-001.jpg,as/web-large/DP-19304-001.jpg,,,Amber,Amber,"33.40.81a, b",Not on view
Jug with dragon handle and floral madellions, ,,China,China,Date: 18th century Accession Number: 79.2.323 ,/art/collection/search/48281?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=257,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_323_O1_sf.jpg,as/web-additional/79_2_323_O1_sf.jpg,as/web-large/79_2_323_O1_sf.jpg,18th century,18th century,Soft-paste porcelain painted in underglaze cobalt blue (Jingdezhen ware),Porcelain,79.2.323,Not on view
Water coupe with archaistic dragon roundels, ,,China,China,Date: late 17th–early 18th century Accession Number: 29.100.337 ,/art/collection/search/46963?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=258,https://images.metmuseum.org/CRDImages/as/mobile-large/76015.jpg,as/web-additional/76015.jpg,as/web-large/76015.jpg,late 17th–early 18th century,17th century,Porcelain with incised decoration under peachbloom glaze (Jingdezhen ware),Porcelain ,29.100.337,Not on view
Tripod incense burner with dragon amid flowers, ,,China,China,Date: 16th century Accession Number: 14.40.416a–c ,/art/collection/search/45851?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=259,https://images.metmuseum.org/CRDImages/as/mobile-large/23599.jpg,as/web-additional/23599.jpg,as/web-large/23599.jpg,16th century,16th century,Stoneware with yellow and green glaze over relief decoration (Shanxi liuli ware),Stoneware,14.40.416a–c,Not on view
Case (Inrō) with Design of Dragon Flies, ,,Japan,Japan,Date: 18th–19th century Accession Number: 29.100.904 ,/art/collection/search/58828?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=260,https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_904_O3.JPG,as/web-additional/29_100_904_O3.JPG,as/web-large/29_100_904_O3.JPG,18th–19th century,18th century,"Lacquer, fundame, gold, brown and red hiramakie, takamakie, ceramic inlay; Interior: roiro and fundame",Lacquer,29.100.904,Not on view
Design for a Helmet with a Dragon Presented in Frontal View,"Giovanni Battista Foggini (Italian, Florence 1652–1725 Florence)",Giovanni Battista Foggini,,,"Giovanni Battista Foggini (Italian, Florence 1652–1725 Florence)  Date: 1652–1725 Accession Number: 52.570.224 ",/art/collection/search/344960?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=261,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP809633.jpg,dp/web-additional/DP809633.jpg,dp/web-large/DP809633.jpg,1652–1725,17th century,"Pen and brown ink, brush and light brown wash, over traces of black chalk",Pen and brown ink,52.570.224,Not on view
Vase with roundels of phoenix and chi dragon, ,,China,China,Date: mid-18th century Accession Number: 14.40.280 ,/art/collection/search/48702?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=262,https://images.metmuseum.org/CRDImages/as/mobile-large/20694.jpg,as/web-additional/20694.jpg,as/web-large/20694.jpg,mid-18th century,18th century,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),Porcelain,14.40.280,Not on view
Writing brush with dragon amid clouds, ,,China,China,Date: mid-18th century Accession Number: 58.64.34 ,/art/collection/search/46721?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=263,https://images.metmuseum.org/CRDImages/as/mobile-large/166662.jpg,as/web-additional/166662.jpg,as/web-large/166662.jpg,mid-18th century,18th century,Porcelain painted in underglaze cobalt blue and overglaze iron red (Jingdezhen ware),Porcelain,58.64.34,Not on view
Writing brush with dragon amid clouds, ,,China,China,Date: mid-18th century Accession Number: 58.64.33 ,/art/collection/search/46722?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=264,https://images.metmuseum.org/CRDImages/as/mobile-large/166662.jpg,as/web-additional/166662.jpg,as/web-large/166662.jpg,mid-18th century,18th century,Porcelain painted in underglaze cobalt blue and overglaze iron red (Jingdezhen ware),Porcelain,58.64.33,Not on view
Bowl with dragon and floral pattern, ,,China,China,Date: 19th century Accession Number: 79.2.1191 ,/art/collection/search/47652?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=265,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1191_O2_sf.jpg,as/web-additional/79_2_1191_O2_sf.jpg,as/web-large/79_2_1191_O2_sf.jpg,19th century,19th century,"Porcelain painted in underglaze cobalt blue, with relief decoration, and celadon and dark brown glazes",Porcelain,79.2.1191,Not on view
Vase with dragon amid floral scrolls, ,,China,China,Date: late 17th–early 18th century Accession Number: 65.86.60 ,/art/collection/search/48311?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=266,https://images.metmuseum.org/CRDImages/as/mobile-large/182497.jpg,as/web-additional/182497.jpg,as/web-large/182497.jpg,late 17th–early 18th century,17th century,Porcelain with incised decoration under green glaze (Jingdezhen ware),Porcelain ,65.86.60,Not on view
Netsuke of Coiled Dragon Enclosing a Pearl, ,,Japan,Japan,Date: late 18th century Accession Number: 1985.399.2 ,/art/collection/search/59644?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=267,https://images.metmuseum.org/CRDImages/as/mobile-large/1985_399_2_S1_sf.jpg,as/web-additional/1985_399_2_S1_sf.jpg,as/web-large/1985_399_2_S1_sf.jpg,late 18th century,18th century,Ivory,Ivory,1985.399.2,Not on view
Netsuke of Two Figures and a Dragon, ,,Japan,Japan,Date: 19th century Accession Number: 10.211.1048 ,/art/collection/search/60274?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=268,https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_1048_O1_sf.jpg,as/web-additional/10_211_1048_O1_sf.jpg,as/web-large/10_211_1048_O1_sf.jpg,19th century,19th century,Ivory,Ivory,10.211.1048,Not on view
Netsuke of Dragon in a Nut, ,,Japan,Japan,Date: 19th century Accession Number: 10.211.2190 ,/art/collection/search/59318?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=269,https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_2190_F_SF.jpg,as/web-additional/10_211_2190_F_SF.jpg,as/web-large/10_211_2190_F_SF.jpg,19th century,19th century,Wood,Wood,10.211.2190,Not on view
"Ryūjin, Dragon King of the Sea", ,,Japan,Japan,Date: late 18th–early 19th century Accession Number: 10.211.2331 ,/art/collection/search/59386?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=270,https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_2331_F_sf.jpg,as/web-additional/10_211_2331_F_sf.jpg,as/web-large/10_211_2331_F_sf.jpg,late 18th–early 19th century,18th century,Wood,Wood,10.211.2331,Not on view
Beaker-Shaped Vase with Dragon and Phoenix (Hua Gu),Accession Number: 02.18.448 ,,China,China,Accession Number: 02.18.448 ,/art/collection/search/43814?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=271,https://images.metmuseum.org/CRDImages/as/mobile-large/14739.jpg,as/web-additional/14739.jpg,as/web-large/14739.jpg,,,"Nephrite, white with light greenish tint",Nephrite,02.18.448,Not on view
Tattoo Design with a Dragon and Snake (Inspired by Japanese Examples),"Clark &amp; Sellers (American, active 20th century)",Clark & Sellers,,,"Clark &amp; Sellers (American, active 20th century)  Date: ca. 1900–1945 Accession Number: 46.24.6 ",/art/collection/search/654197?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=272,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP-23505-001.jpg,dp/web-additional/DP-23505-001.jpg,dp/web-large/DP-23505-001.jpg,ca. 1900–1945,20th century,pen and ink and watercolor,pen and ink and watercolor,46.24.6,Not on view
"Tray with dragon and Chinese characters

", ,,China,China,Date: 1522–1566 Accession Number: 2015.500.1.39 ,/art/collection/search/40224?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=273,https://images.metmuseum.org/CRDImages/as/mobile-large/DP256031.jpg,as/web-additional/DP256031.jpg,as/web-large/DP256031.jpg,1522–1566,16th century,Carved red lacquer,lacquer,2015.500.1.39,Not on view
Plate with Dragon and Ave Maria Inscription, ,,Spanish,Spain,Date: 1425–1450 Accession Number: 56.171.159 ,/art/collection/search/468519?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=274,https://images.metmuseum.org/CRDImages/cl/mobile-large/DP248487.jpg,cl/web-additional/DP248487.jpg,cl/web-large/DP248487.jpg,1425–1450,15th century,Tin-glazed earthenware,Tin-glazed earthenware,56.171.159,Not on view
"Medallion, St. George Slaying The Dragon", ,,Slavic,Belarus,Date: 17th century Accession Number: 30.95.210 ,/art/collection/search/467391?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=275,https://images.metmuseum.org/CRDImages/md/mobile-large/sf30-95-210s1.jpg,md/web-additional/sf30-95-210s1.jpg,md/web-large/sf30-95-210s1.jpg,17th century,17th century,Boxwood,Boxwood,30.95.210,Not on view
St George on Horseback with the Dead Dragon,"Lucas Cranach the Elder (German, Kronach 1472–1553 Weimar)",Lucas Cranach the Elder,,,"Lucas Cranach the Elder (German, Kronach 1472–1553 Weimar)  Accession Number: 27.54.21 ",/art/collection/search/622934?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=276,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP842111.jpg,dp/web-additional/DP842111.jpg,dp/web-large/DP842111.jpg,,,"Woodcut,; second state of two",Wood,27.54.21,Not on view
Dish with a dragon amid clouds, ,,China,China,Date: late 16th century Accession Number: 2015.500.1.45 ,/art/collection/search/40231?&searchField=Title&ft=Dragon&offset=200&rpp=100&amp;pos=277,https://images.metmuseum.org/CRDImages/as/mobile-large/DP256035.jpg,as/web-additional/DP256035.jpg,as/web-large/DP256035.jpg,late 16th century,16th century,Carved red lacquer,lacquer,2015.500.1.45,Not on view
